hs_code,year,flow
100829,2010,m
100829,2010,x
100830,2010,m
100830,2010,x
100860,2010,m
100860,2010,x
100890,2010,m
100890,2010,x
110100,2010,m
110100,2010,x
110220,2010,m
110220,2010,x
110290,2010,m
110290,2010,x
110311,2010,m
110311,2010,x
110313,2010,m
110313,2010,x
110319,2010,m
110319,2010,x
110320,2010,m
110320,2010,x
110412,2010,m
110412,2010,x
110419,2010,m
110419,2010,x
110422,2010,m
110422,2010,x
110423,2010,m
110423,2010,x
110429,2010,m
110429,2010,x
110430,2010,m
110430,2010,x
110510,2010,m
110510,2010,x
110520,2010,m
110520,2010,x
110610,2010,m
110610,2010,x
110620,2010,m
110620,2010,x
110630,2010,m
110630,2010,x
110710,2010,m
110710,2010,x
110720,2010,m
110720,2010,x
110811,2010,m
110811,2010,x
110812,2010,m
110812,2010,x
110813,2010,m
110813,2010,x
110814,2010,m
110814,2010,x
110819,2010,m
110819,2010,x
110820,2010,m
110820,2010,x
110900,2010,m
110900,2010,x
120110,2010,m
120110,2010,x
120190,2010,m
120190,2010,x
120230,2010,m
120230,2010,x
120241,2010,m
120241,2010,x
