hs_code,year,flow
521032,2010,m
521032,2010,x
521039,2010,m
521039,2010,x
521041,2010,m
521041,2010,x
521049,2010,m
521049,2010,x
521051,2010,m
521051,2010,x
521059,2010,m
521059,2010,x
521111,2010,m
521111,2010,x
521112,2010,m
521112,2010,x
521119,2010,m
521119,2010,x
521120,2010,m
521120,2010,x
521131,2010,m
521131,2010,x
521132,2010,m
521132,2010,x
521139,2010,m
521139,2010,x
521141,2010,m
521141,2010,x
521142,2010,m
521142,2010,x
521143,2010,m
521143,2010,x
521149,2010,m
521149,2010,x
521151,2010,m
521151,2010,x
521152,2010,m
521152,2010,x
521159,2010,m
521159,2010,x
521211,2010,m
521211,2010,x
521212,2010,m
521212,2010,x
521213,2010,m
521213,2010,x
521214,2010,m
521214,2010,x
521215,2010,m
521215,2010,x
521221,2010,m
521221,2010,x
521222,2010,m
521222,2010,x
521223,2010,m
521223,2010,x
521224,2010,m
521224,2010,x
521225,2010,m
521225,2010,x
530110,2010,m
530110,2010,x
530121,2010,m
530121,2010,x
530129,2010,m
530129,2010,x
530130,2010,m
530130,2010,x
530210,2010,m
530210,2010,x
