hs_code,year,flow
282612,2010,m
282612,2010,x
282619,2010,m
282619,2010,x
282630,2010,m
282630,2010,x
282690,2010,m
282690,2010,x
282710,2010,m
282710,2010,x
282720,2010,m
282720,2010,x
282731,2010,m
282731,2010,x
282732,2010,m
282732,2010,x
282735,2010,m
282735,2010,x
282739,2010,m
282739,2010,x
282741,2010,m
282741,2010,x
282749,2010,m
282749,2010,x
282751,2010,m
282751,2010,x
282759,2010,m
282759,2010,x
282760,2010,m
282760,2010,x
282810,2010,m
282810,2010,x
282890,2010,m
282890,2010,x
282911,2010,m
282911,2010,x
282919,2010,m
282919,2010,x
282990,2010,m
282990,2010,x
283010,2010,m
283010,2010,x
283090,2010,m
283090,2010,x
283110,2010,m
283110,2010,x
283190,2010,m
283190,2010,x
283210,2010,m
283210,2010,x
283220,2010,m
283220,2010,x
283230,2010,m
283230,2010,x
283311,2010,m
283311,2010,x
283319,2010,m
283319,2010,x
283321,2010,m
283321,2010,x
283322,2010,m
283322,2010,x
283324,2010,m
283324,2010,x
283325,2010,m
283325,2010,x
283327,2010,m
283327,2010,x
283329,2010,m
283329,2010,x
