hs_code,year,flow
846729,2010,m
846729,2010,x
846781,2010,m
846781,2010,x
846789,2010,m
846789,2010,x
846791,2010,m
846791,2010,x
846792,2010,m
846792,2010,x
846799,2010,m
846799,2010,x
846810,2010,m
846810,2010,x
846820,2010,m
846820,2010,x
846880,2010,m
846880,2010,x
846890,2010,m
846890,2010,x
846900,2010,m
846900,2010,x
847010,2010,m
847010,2010,x
847021,2010,m
847021,2010,x
847029,2010,m
847029,2010,x
847030,2010,m
847030,2010,x
847050,2010,m
847050,2010,x
847090,2010,m
847090,2010,x
847130,2010,m
847130,2010,x
847141,2010,m
847141,2010,x
847149,2010,m
847149,2010,x
847150,2010,m
847150,2010,x
847160,2010,m
847160,2010,x
847170,2010,m
847170,2010,x
847180,2010,m
847180,2010,x
847190,2010,m
847190,2010,x
847210,2010,m
847210,2010,x
847230,2010,m
847230,2010,x
847290,2010,m
847290,2010,x
847310,2010,m
847310,2010,x
847321,2010,m
847321,2010,x
847329,2010,m
847329,2010,x
847330,2010,m
847330,2010,x
847340,2010,m
847340,2010,x
847350,2010,m
847350,2010,x
847410,2010,m
847410,2010,x
