hs_code,year,flow
281210,2010,m
281210,2010,x
281290,2010,m
281290,2010,x
281310,2010,m
281310,2010,x
281390,2010,m
281390,2010,x
281410,2010,m
281410,2010,x
281420,2010,m
281420,2010,x
281511,2010,m
281511,2010,x
281512,2010,m
281512,2010,x
281520,2010,m
281520,2010,x
281530,2010,m
281530,2010,x
281610,2010,m
281610,2010,x
281640,2010,m
281640,2010,x
281700,2010,m
281700,2010,x
281810,2010,m
281810,2010,x
281820,2010,m
281820,2010,x
281830,2010,m
281830,2010,x
281910,2010,m
281910,2010,x
281990,2010,m
281990,2010,x
282010,2010,m
282010,2010,x
282090,2010,m
282090,2010,x
282110,2010,m
282110,2010,x
282120,2010,m
282120,2010,x
282200,2010,m
282200,2010,x
282300,2010,m
282300,2010,x
282410,2010,m
282410,2010,x
282490,2010,m
282490,2010,x
282510,2010,m
282510,2010,x
282520,2010,m
282520,2010,x
282530,2010,m
282530,2010,x
282540,2010,m
282540,2010,x
282550,2010,m
282550,2010,x
282560,2010,m
282560,2010,x
282570,2010,m
282570,2010,x
282580,2010,m
282580,2010,x
282590,2010,m
282590,2010,x
