hs_code,year,flow
711041,2010,m
711041,2010,x
711049,2010,m
711049,2010,x
711100,2010,m
711100,2010,x
711230,2010,m
711230,2010,x
711291,2010,m
711291,2010,x
711292,2010,m
711292,2010,x
711299,2010,m
711299,2010,x
711311,2010,m
711311,2010,x
711319,2010,m
711319,2010,x
711320,2010,m
711320,2010,x
711411,2010,m
711411,2010,x
711419,2010,m
711419,2010,x
711420,2010,m
711420,2010,x
711510,2010,m
711510,2010,x
711590,2010,m
711590,2010,x
711610,2010,m
711610,2010,x
711620,2010,m
711620,2010,x
711711,2010,m
711711,2010,x
711719,2010,m
711719,2010,x
711790,2010,m
711790,2010,x
711810,2010,m
711810,2010,x
711890,2010,m
711890,2010,x
720110,2010,m
720110,2010,x
720120,2010,m
720120,2010,x
720150,2010,m
720150,2010,x
720211,2010,m
720211,2010,x
720219,2010,m
720219,2010,x
720221,2010,m
720221,2010,x
720229,2010,m
720229,2010,x
720230,2010,m
720230,2010,x
720241,2010,m
720241,2010,x
720249,2010,m
720249,2010,x
720250,2010,m
720250,2010,x
720260,2010,m
720260,2010,x
720270,2010,m
720270,2010,x
