hs_code,year,flow
550620,2010,m
550620,2010,x
550630,2010,m
550630,2010,x
550690,2010,m
550690,2010,x
550700,2010,m
550700,2010,x
550810,2010,m
550810,2010,x
550820,2010,m
550820,2010,x
550911,2010,m
550911,2010,x
550912,2010,m
550912,2010,x
550921,2010,m
550921,2010,x
550922,2010,m
550922,2010,x
550931,2010,m
550931,2010,x
550932,2010,m
550932,2010,x
550941,2010,m
550941,2010,x
550942,2010,m
550942,2010,x
550951,2010,m
550951,2010,x
550952,2010,m
550952,2010,x
550953,2010,m
550953,2010,x
550959,2010,m
550959,2010,x
550961,2010,m
550961,2010,x
550962,2010,m
550962,2010,x
550969,2010,m
550969,2010,x
550991,2010,m
550991,2010,x
550992,2010,m
550992,2010,x
550999,2010,m
550999,2010,x
551011,2010,m
551011,2010,x
551012,2010,m
551012,2010,x
551020,2010,m
551020,2010,x
551030,2010,m
551030,2010,x
551090,2010,m
551090,2010,x
551110,2010,m
551110,2010,x
551120,2010,m
551120,2010,x
551130,2010,m
551130,2010,x
551211,2010,m
551211,2010,x
551219,2010,m
551219,2010,x
551221,2010,m
551221,2010,x
