hs_code,year,flow
570500,2010,m
570500,2010,x
580110,2010,m
580110,2010,x
580121,2010,m
580121,2010,x
580122,2010,m
580122,2010,x
580123,2010,m
580123,2010,x
580126,2010,m
580126,2010,x
580127,2010,m
580127,2010,x
580131,2010,m
580131,2010,x
580132,2010,m
580132,2010,x
580133,2010,m
580133,2010,x
580136,2010,m
580136,2010,x
580137,2010,m
580137,2010,x
580190,2010,m
580190,2010,x
580211,2010,m
580211,2010,x
580219,2010,m
580219,2010,x
580220,2010,m
580220,2010,x
580230,2010,m
580230,2010,x
580300,2010,m
580300,2010,x
580410,2010,m
580410,2010,x
580421,2010,m
580421,2010,x
580429,2010,m
580429,2010,x
580430,2010,m
580430,2010,x
580500,2010,m
580500,2010,x
580610,2010,m
580610,2010,x
580620,2010,m
580620,2010,x
580631,2010,m
580631,2010,x
580632,2010,m
580632,2010,x
580639,2010,m
580639,2010,x
580640,2010,m
580640,2010,x
580710,2010,m
580710,2010,x
580790,2010,m
580790,2010,x
580810,2010,m
580810,2010,x
580890,2010,m
580890,2010,x
580900,2010,m
580900,2010,x
581010,2010,m
581010,2010,x
