hs_code,year,flow
380130,2010,m
380130,2010,x
380190,2010,m
380190,2010,x
380210,2010,m
380210,2010,x
380290,2010,m
380290,2010,x
380300,2010,m
380300,2010,x
380400,2010,m
380400,2010,x
380510,2010,m
380510,2010,x
380590,2010,m
380590,2010,x
380610,2010,m
380610,2010,x
380620,2010,m
380620,2010,x
380630,2010,m
380630,2010,x
380690,2010,m
380690,2010,x
380700,2010,m
380700,2010,x
380850,2010,m
380850,2010,x
380891,2010,m
380891,2010,x
380892,2010,m
380892,2010,x
380893,2010,m
380893,2010,x
380894,2010,m
380894,2010,x
380899,2010,m
380899,2010,x
380910,2010,m
380910,2010,x
380991,2010,m
380991,2010,x
380992,2010,m
380992,2010,x
380993,2010,m
380993,2010,x
381010,2010,m
381010,2010,x
381090,2010,m
381090,2010,x
381111,2010,m
381111,2010,x
381119,2010,m
381119,2010,x
381121,2010,m
381121,2010,x
381129,2010,m
381129,2010,x
381190,2010,m
381190,2010,x
381210,2010,m
381210,2010,x
381220,2010,m
381220,2010,x
381230,2010,m
381230,2010,x
381300,2010,m
381300,2010,x
381400,2010,m
381400,2010,x
