hs_code,year,flow
190240,2010,m
190240,2010,x
190300,2010,m
190300,2010,x
190410,2010,m
190410,2010,x
190420,2010,m
190420,2010,x
190430,2010,m
190430,2010,x
190490,2010,m
190490,2010,x
190510,2010,m
190510,2010,x
190520,2010,m
190520,2010,x
190531,2010,m
190531,2010,x
190532,2010,m
190532,2010,x
190540,2010,m
190540,2010,x
190590,2010,m
190590,2010,x
200110,2010,m
200110,2010,x
200190,2010,m
200190,2010,x
200210,2010,m
200210,2010,x
200290,2010,m
200290,2010,x
200310,2010,m
200310,2010,x
200390,2010,m
200390,2010,x
200410,2010,m
200410,2010,x
200490,2010,m
200490,2010,x
200510,2010,m
200510,2010,x
200520,2010,m
200520,2010,x
200540,2010,m
200540,2010,x
200551,2010,m
200551,2010,x
200559,2010,m
200559,2010,x
200560,2010,m
200560,2010,x
200570,2010,m
200570,2010,x
200580,2010,m
200580,2010,x
200591,2010,m
200591,2010,x
200599,2010,m
200599,2010,x
200600,2010,m
200600,2010,x
200710,2010,m
200710,2010,x
200791,2010,m
200791,2010,x
200799,2010,m
200799,2010,x
200811,2010,m
200811,2010,x
