hs_code,year,flow
430180,2010,m
430180,2010,x
430190,2010,m
430190,2010,x
430211,2010,m
430211,2010,x
430219,2010,m
430219,2010,x
430220,2010,m
430220,2010,x
430230,2010,m
430230,2010,x
430310,2010,m
430310,2010,x
430390,2010,m
430390,2010,x
430400,2010,m
430400,2010,x
440110,2010,m
440110,2010,x
440121,2010,m
440121,2010,x
440122,2010,m
440122,2010,x
440131,2010,m
440131,2010,x
440139,2010,m
440139,2010,x
440210,2010,m
440210,2010,x
440290,2010,m
440290,2010,x
440310,2010,m
440310,2010,x
440320,2010,m
440320,2010,x
440341,2010,m
440341,2010,x
440349,2010,m
440349,2010,x
440391,2010,m
440391,2010,x
440392,2010,m
440392,2010,x
440399,2010,m
440399,2010,x
440410,2010,m
440410,2010,x
440420,2010,m
440420,2010,x
440500,2010,m
440500,2010,x
440610,2010,m
440610,2010,x
440690,2010,m
440690,2010,x
440710,2010,m
440710,2010,x
440721,2010,m
440721,2010,x
440722,2010,m
440722,2010,x
440725,2010,m
440725,2010,x
440726,2010,m
440726,2010,x
440727,2010,m
440727,2010,x
440728,2010,m
440728,2010,x
