hs_code,year,flow
340290,2010,m
340290,2010,x
340311,2010,m
340311,2010,x
340319,2010,m
340319,2010,x
340391,2010,m
340391,2010,x
340399,2010,m
340399,2010,x
340420,2010,m
340420,2010,x
340490,2010,m
340490,2010,x
340510,2010,m
340510,2010,x
340520,2010,m
340520,2010,x
340530,2010,m
340530,2010,x
340540,2010,m
340540,2010,x
340590,2010,m
340590,2010,x
340600,2010,m
340600,2010,x
340700,2010,m
340700,2010,x
350110,2010,m
350110,2010,x
350190,2010,m
350190,2010,x
350211,2010,m
350211,2010,x
350219,2010,m
350219,2010,x
350220,2010,m
350220,2010,x
350290,2010,m
350290,2010,x
350300,2010,m
350300,2010,x
350400,2010,m
350400,2010,x
350510,2010,m
350510,2010,x
350520,2010,m
350520,2010,x
350610,2010,m
350610,2010,x
350691,2010,m
350691,2010,x
350699,2010,m
350699,2010,x
350710,2010,m
350710,2010,x
350790,2010,m
350790,2010,x
360100,2010,m
360100,2010,x
360200,2010,m
360200,2010,x
360300,2010,m
360300,2010,x
360410,2010,m
360410,2010,x
360490,2010,m
360490,2010,x
360500,2010,m
360500,2010,x
