hs_code,year,flow
581091,2010,m
581091,2010,x
581092,2010,m
581092,2010,x
581099,2010,m
581099,2010,x
581100,2010,m
581100,2010,x
590110,2010,m
590110,2010,x
590190,2010,m
590190,2010,x
590210,2010,m
590210,2010,x
590220,2010,m
590220,2010,x
590290,2010,m
590290,2010,x
590310,2010,m
590310,2010,x
590320,2010,m
590320,2010,x
590390,2010,m
590390,2010,x
590410,2010,m
590410,2010,x
590490,2010,m
590490,2010,x
590500,2010,m
590500,2010,x
590610,2010,m
590610,2010,x
590691,2010,m
590691,2010,x
590699,2010,m
590699,2010,x
590700,2010,m
590700,2010,x
590800,2010,m
590800,2010,x
590900,2010,m
590900,2010,x
591000,2010,m
591000,2010,x
591110,2010,m
591110,2010,x
591120,2010,m
591120,2010,x
591131,2010,m
591131,2010,x
591132,2010,m
591132,2010,x
591140,2010,m
591140,2010,x
591190,2010,m
591190,2010,x
600110,2010,m
600110,2010,x
600121,2010,m
600121,2010,x
600122,2010,m
600122,2010,x
600129,2010,m
600129,2010,x
600191,2010,m
600191,2010,x
600192,2010,m
600192,2010,x
600199,2010,m
600199,2010,x
