hs_code,year,flow
871420,2010,m
871420,2010,x
871491,2010,m
871491,2010,x
871492,2010,m
871492,2010,x
871493,2010,m
871493,2010,x
871494,2010,m
871494,2010,x
871495,2010,m
871495,2010,x
871496,2010,m
871496,2010,x
871499,2010,m
871499,2010,x
871500,2010,m
871500,2010,x
871610,2010,m
871610,2010,x
871620,2010,m
871620,2010,x
871631,2010,m
871631,2010,x
871639,2010,m
871639,2010,x
871640,2010,m
871640,2010,x
871680,2010,m
871680,2010,x
871690,2010,m
871690,2010,x
880100,2010,m
880100,2010,x
880211,2010,m
880211,2010,x
880212,2010,m
880212,2010,x
880220,2010,m
880220,2010,x
880230,2010,m
880230,2010,x
880240,2010,m
880240,2010,x
880260,2010,m
880260,2010,x
880310,2010,m
880310,2010,x
880320,2010,m
880320,2010,x
880330,2010,m
880330,2010,x
880390,2010,m
880390,2010,x
880400,2010,m
880400,2010,x
880510,2010,m
880510,2010,x
880521,2010,m
880521,2010,x
880529,2010,m
880529,2010,x
890110,2010,m
890110,2010,x
890120,2010,m
890120,2010,x
890130,2010,m
890130,2010,x
890190,2010,m
890190,2010,x
