hs_code,year,flow
010121,2010,m
010121,2010,x
010129,2010,m
010129,2010,x
010130,2010,m
010130,2010,x
010190,2010,m
010190,2010,x
010221,2010,m
010221,2010,x
010229,2010,m
010229,2010,x
010239,2010,m
010239,2010,x
010290,2010,m
010290,2010,x
010310,2010,m
010310,2010,x
010391,2010,m
010391,2010,x
010392,2010,m
010392,2010,x
010410,2010,m
010410,2010,x
010420,2010,m
010420,2010,x
010511,2010,m
010511,2010,x
010512,2010,m
010512,2010,x
010513,2010,m
010513,2010,x
010514,2010,m
010514,2010,x
010515,2010,m
010515,2010,x
010594,2010,m
010594,2010,x
010599,2010,m
010599,2010,x
010611,2010,m
010611,2010,x
010612,2010,m
010612,2010,x
010614,2010,m
010614,2010,x
010619,2010,m
010619,2010,x
010620,2010,m
010620,2010,x
010631,2010,m
010631,2010,x
010632,2010,m
010632,2010,x
010633,2010,m
010633,2010,x
010639,2010,m
010639,2010,x
010649,2010,m
010649,2010,x
010690,2010,m
010690,2010,x
020110,2010,m
020110,2010,x
020120,2010,m
020120,2010,x
020130,2010,m
020130,2010,x
020210,2010,m
020210,2010,x
