hs_code,year,flow
392093,2010,m
392093,2010,x
392094,2010,m
392094,2010,x
392099,2010,m
392099,2010,x
392111,2010,m
392111,2010,x
392112,2010,m
392112,2010,x
392113,2010,m
392113,2010,x
392114,2010,m
392114,2010,x
392119,2010,m
392119,2010,x
392190,2010,m
392190,2010,x
392210,2010,m
392210,2010,x
392220,2010,m
392220,2010,x
392290,2010,m
392290,2010,x
392310,2010,m
392310,2010,x
392321,2010,m
392321,2010,x
392329,2010,m
392329,2010,x
392330,2010,m
392330,2010,x
392340,2010,m
392340,2010,x
392350,2010,m
392350,2010,x
392390,2010,m
392390,2010,x
392410,2010,m
392410,2010,x
392490,2010,m
392490,2010,x
392510,2010,m
392510,2010,x
392520,2010,m
392520,2010,x
392530,2010,m
392530,2010,x
392590,2010,m
392590,2010,x
392610,2010,m
392610,2010,x
392620,2010,m
392620,2010,x
392630,2010,m
392630,2010,x
392640,2010,m
392640,2010,x
392690,2010,m
392690,2010,x
400110,2010,m
400110,2010,x
400121,2010,m
400121,2010,x
400122,2010,m
400122,2010,x
400129,2010,m
400129,2010,x
400130,2010,m
400130,2010,x
