hs_code,year,flow
720280,2010,m
720280,2010,x
720291,2010,m
720291,2010,x
720292,2010,m
720292,2010,x
720293,2010,m
720293,2010,x
720299,2010,m
720299,2010,x
720310,2010,m
720310,2010,x
720390,2010,m
720390,2010,x
720410,2010,m
720410,2010,x
720421,2010,m
720421,2010,x
720429,2010,m
720429,2010,x
720430,2010,m
720430,2010,x
720441,2010,m
720441,2010,x
720449,2010,m
720449,2010,x
720450,2010,m
720450,2010,x
720510,2010,m
720510,2010,x
720521,2010,m
720521,2010,x
720529,2010,m
720529,2010,x
720610,2010,m
720610,2010,x
720690,2010,m
720690,2010,x
720711,2010,m
720711,2010,x
720712,2010,m
720712,2010,x
720719,2010,m
720719,2010,x
720720,2010,m
720720,2010,x
720810,2010,m
720810,2010,x
720825,2010,m
720825,2010,x
720826,2010,m
720826,2010,x
720827,2010,m
720827,2010,x
720836,2010,m
720836,2010,x
720837,2010,m
720837,2010,x
720838,2010,m
720838,2010,x
720839,2010,m
720839,2010,x
720840,2010,m
720840,2010,x
720851,2010,m
720851,2010,x
720852,2010,m
720852,2010,x
720853,2010,m
720853,2010,x
