hs_code,year,flow
081110,2010,m
081110,2010,x
081120,2010,m
081120,2010,x
081190,2010,m
081190,2010,x
081210,2010,m
081210,2010,x
081290,2010,m
081290,2010,x
081310,2010,m
081310,2010,x
081320,2010,m
081320,2010,x
081330,2010,m
081330,2010,x
081340,2010,m
081340,2010,x
081350,2010,m
081350,2010,x
081400,2010,m
081400,2010,x
090111,2010,m
090111,2010,x
090112,2010,m
090112,2010,x
090121,2010,m
090121,2010,x
090122,2010,m
090122,2010,x
090190,2010,m
090190,2010,x
090210,2010,m
090210,2010,x
090220,2010,m
090220,2010,x
090230,2010,m
090230,2010,x
090240,2010,m
090240,2010,x
090300,2010,m
090300,2010,x
090411,2010,m
090411,2010,x
090412,2010,m
090412,2010,x
090421,2010,m
090421,2010,x
090422,2010,m
090422,2010,x
090510,2010,m
090510,2010,x
090520,2010,m
090520,2010,x
090611,2010,m
090611,2010,x
090619,2010,m
090619,2010,x
090620,2010,m
090620,2010,x
090710,2010,m
090710,2010,x
090720,2010,m
090720,2010,x
090811,2010,m
090811,2010,x
090812,2010,m
090812,2010,x
090821,2010,m
090821,2010,x
