hs_code,year,flow
841199,2010,m
841199,2010,x
841210,2010,m
841210,2010,x
841221,2010,m
841221,2010,x
841229,2010,m
841229,2010,x
841231,2010,m
841231,2010,x
841239,2010,m
841239,2010,x
841280,2010,m
841280,2010,x
841290,2010,m
841290,2010,x
841311,2010,m
841311,2010,x
841319,2010,m
841319,2010,x
841320,2010,m
841320,2010,x
841330,2010,m
841330,2010,x
841340,2010,m
841340,2010,x
841350,2010,m
841350,2010,x
841360,2010,m
841360,2010,x
841370,2010,m
841370,2010,x
841381,2010,m
841381,2010,x
841382,2010,m
841382,2010,x
841391,2010,m
841391,2010,x
841392,2010,m
841392,2010,x
841410,2010,m
841410,2010,x
841420,2010,m
841420,2010,x
841430,2010,m
841430,2010,x
841440,2010,m
841440,2010,x
841451,2010,m
841451,2010,x
841459,2010,m
841459,2010,x
841460,2010,m
841460,2010,x
841480,2010,m
841480,2010,x
841490,2010,m
841490,2010,x
841510,2010,m
841510,2010,x
841520,2010,m
841520,2010,x
841581,2010,m
841581,2010,x
841582,2010,m
841582,2010,x
841583,2010,m
841583,2010,x
841590,2010,m
841590,2010,x
