hs_code,year,flow
851672,2010,m
851672,2010,x
851679,2010,m
851679,2010,x
851680,2010,m
851680,2010,x
851690,2010,m
851690,2010,x
851711,2010,m
851711,2010,x
851712,2010,m
851712,2010,x
851718,2010,m
851718,2010,x
851761,2010,m
851761,2010,x
851762,2010,m
851762,2010,x
851769,2010,m
851769,2010,x
851770,2010,m
851770,2010,x
851810,2010,m
851810,2010,x
851821,2010,m
851821,2010,x
851822,2010,m
851822,2010,x
851829,2010,m
851829,2010,x
851830,2010,m
851830,2010,x
851840,2010,m
851840,2010,x
851850,2010,m
851850,2010,x
851890,2010,m
851890,2010,x
851920,2010,m
851920,2010,x
851930,2010,m
851930,2010,x
851950,2010,m
851950,2010,x
851981,2010,m
851981,2010,x
851989,2010,m
851989,2010,x
852110,2010,m
852110,2010,x
852190,2010,m
852190,2010,x
852210,2010,m
852210,2010,x
852290,2010,m
852290,2010,x
852321,2010,m
852321,2010,x
852329,2010,m
852329,2010,x
852341,2010,m
852341,2010,x
852349,2010,m
852349,2010,x
852351,2010,m
852351,2010,x
852352,2010,m
852352,2010,x
852359,2010,m
852359,2010,x
