hs_code,year,flow
320417,2010,m
320417,2010,x
320419,2010,m
320419,2010,x
320420,2010,m
320420,2010,x
320490,2010,m
320490,2010,x
320500,2010,m
320500,2010,x
320611,2010,m
320611,2010,x
320619,2010,m
320619,2010,x
320620,2010,m
320620,2010,x
320641,2010,m
320641,2010,x
320642,2010,m
320642,2010,x
320649,2010,m
320649,2010,x
320650,2010,m
320650,2010,x
320710,2010,m
320710,2010,x
320720,2010,m
320720,2010,x
320730,2010,m
320730,2010,x
320740,2010,m
320740,2010,x
320810,2010,m
320810,2010,x
320820,2010,m
320820,2010,x
320890,2010,m
320890,2010,x
320910,2010,m
320910,2010,x
320990,2010,m
320990,2010,x
321000,2010,m
321000,2010,x
321100,2010,m
321100,2010,x
321210,2010,m
321210,2010,x
321290,2010,m
321290,2010,x
321310,2010,m
321310,2010,x
321390,2010,m
321390,2010,x
321410,2010,m
321410,2010,x
321490,2010,m
321490,2010,x
321511,2010,m
321511,2010,x
321519,2010,m
321519,2010,x
321590,2010,m
321590,2010,x
330112,2010,m
330112,2010,x
330113,2010,m
330113,2010,x
330119,2010,m
330119,2010,x
