hs_code,year,flow
391530,2010,m
391530,2010,x
391590,2010,m
391590,2010,x
391610,2010,m
391610,2010,x
391620,2010,m
391620,2010,x
391690,2010,m
391690,2010,x
391710,2010,m
391710,2010,x
391721,2010,m
391721,2010,x
391722,2010,m
391722,2010,x
391723,2010,m
391723,2010,x
391729,2010,m
391729,2010,x
391731,2010,m
391731,2010,x
391732,2010,m
391732,2010,x
391733,2010,m
391733,2010,x
391739,2010,m
391739,2010,x
391740,2010,m
391740,2010,x
391810,2010,m
391810,2010,x
391890,2010,m
391890,2010,x
391910,2010,m
391910,2010,x
391990,2010,m
391990,2010,x
392010,2010,m
392010,2010,x
392020,2010,m
392020,2010,x
392030,2010,m
392030,2010,x
392043,2010,m
392043,2010,x
392049,2010,m
392049,2010,x
392051,2010,m
392051,2010,x
392059,2010,m
392059,2010,x
392061,2010,m
392061,2010,x
392062,2010,m
392062,2010,x
392063,2010,m
392063,2010,x
392069,2010,m
392069,2010,x
392071,2010,m
392071,2010,x
392073,2010,m
392073,2010,x
392079,2010,m
392079,2010,x
392091,2010,m
392091,2010,x
392092,2010,m
392092,2010,x
