hs_code,year,flow
721922,2010,m
721922,2010,x
721923,2010,m
721923,2010,x
721924,2010,m
721924,2010,x
721931,2010,m
721931,2010,x
721932,2010,m
721932,2010,x
721933,2010,m
721933,2010,x
721934,2010,m
721934,2010,x
721935,2010,m
721935,2010,x
721990,2010,m
721990,2010,x
722011,2010,m
722011,2010,x
722012,2010,m
722012,2010,x
722020,2010,m
722020,2010,x
722090,2010,m
722090,2010,x
722100,2010,m
722100,2010,x
722211,2010,m
722211,2010,x
722219,2010,m
722219,2010,x
722220,2010,m
722220,2010,x
722230,2010,m
722230,2010,x
722240,2010,m
722240,2010,x
722300,2010,m
722300,2010,x
722410,2010,m
722410,2010,x
722490,2010,m
722490,2010,x
722511,2010,m
722511,2010,x
722519,2010,m
722519,2010,x
722530,2010,m
722530,2010,x
722540,2010,m
722540,2010,x
722550,2010,m
722550,2010,x
722591,2010,m
722591,2010,x
722592,2010,m
722592,2010,x
722599,2010,m
722599,2010,x
722611,2010,m
722611,2010,x
722619,2010,m
722619,2010,x
722620,2010,m
722620,2010,x
722691,2010,m
722691,2010,x
722692,2010,m
722692,2010,x
