hs_code,year,flow
847420,2010,m
847420,2010,x
847431,2010,m
847431,2010,x
847432,2010,m
847432,2010,x
847439,2010,m
847439,2010,x
847480,2010,m
847480,2010,x
847490,2010,m
847490,2010,x
847510,2010,m
847510,2010,x
847521,2010,m
847521,2010,x
847529,2010,m
847529,2010,x
847590,2010,m
847590,2010,x
847621,2010,m
847621,2010,x
847629,2010,m
847629,2010,x
847681,2010,m
847681,2010,x
847689,2010,m
847689,2010,x
847690,2010,m
847690,2010,x
847710,2010,m
847710,2010,x
847720,2010,m
847720,2010,x
847730,2010,m
847730,2010,x
847740,2010,m
847740,2010,x
847751,2010,m
847751,2010,x
847759,2010,m
847759,2010,x
847780,2010,m
847780,2010,x
847790,2010,m
847790,2010,x
847810,2010,m
847810,2010,x
847890,2010,m
847890,2010,x
847910,2010,m
847910,2010,x
847920,2010,m
847920,2010,x
847930,2010,m
847930,2010,x
847940,2010,m
847940,2010,x
847950,2010,m
847950,2010,x
847960,2010,m
847960,2010,x
847981,2010,m
847981,2010,x
847982,2010,m
847982,2010,x
847989,2010,m
847989,2010,x
847990,2010,m
847990,2010,x
