hs_code,year,flow
620419,2010,m
620419,2010,x
620421,2010,m
620421,2010,x
620422,2010,m
620422,2010,x
620423,2010,m
620423,2010,x
620429,2010,m
620429,2010,x
620431,2010,m
620431,2010,x
620432,2010,m
620432,2010,x
620433,2010,m
620433,2010,x
620439,2010,m
620439,2010,x
620441,2010,m
620441,2010,x
620442,2010,m
620442,2010,x
620443,2010,m
620443,2010,x
620444,2010,m
620444,2010,x
620449,2010,m
620449,2010,x
620451,2010,m
620451,2010,x
620452,2010,m
620452,2010,x
620453,2010,m
620453,2010,x
620459,2010,m
620459,2010,x
620461,2010,m
620461,2010,x
620462,2010,m
620462,2010,x
620463,2010,m
620463,2010,x
620469,2010,m
620469,2010,x
620520,2010,m
620520,2010,x
620530,2010,m
620530,2010,x
620590,2010,m
620590,2010,x
620610,2010,m
620610,2010,x
620620,2010,m
620620,2010,x
620630,2010,m
620630,2010,x
620640,2010,m
620640,2010,x
620690,2010,m
620690,2010,x
620711,2010,m
620711,2010,x
620719,2010,m
620719,2010,x
620721,2010,m
620721,2010,x
620722,2010,m
620722,2010,x
620729,2010,m
620729,2010,x
