hs_code,year,flow
854320,2010,m
854320,2010,x
854330,2010,m
854330,2010,x
854370,2010,m
854370,2010,x
854390,2010,m
854390,2010,x
854411,2010,m
854411,2010,x
854419,2010,m
854419,2010,x
854420,2010,m
854420,2010,x
854430,2010,m
854430,2010,x
854442,2010,m
854442,2010,x
854449,2010,m
854449,2010,x
854460,2010,m
854460,2010,x
854470,2010,m
854470,2010,x
854511,2010,m
854511,2010,x
854519,2010,m
854519,2010,x
854520,2010,m
854520,2010,x
854590,2010,m
854590,2010,x
854610,2010,m
854610,2010,x
854620,2010,m
854620,2010,x
854690,2010,m
854690,2010,x
854710,2010,m
854710,2010,x
854720,2010,m
854720,2010,x
854790,2010,m
854790,2010,x
854810,2010,m
854810,2010,x
854890,2010,m
854890,2010,x
860110,2010,m
860110,2010,x
860120,2010,m
860120,2010,x
860210,2010,m
860210,2010,x
860290,2010,m
860290,2010,x
860310,2010,m
860310,2010,x
860390,2010,m
860390,2010,x
860400,2010,m
860400,2010,x
860500,2010,m
860500,2010,x
860610,2010,m
860610,2010,x
860630,2010,m
860630,2010,x
860691,2010,m
860691,2010,x
