hs_code,year,flow
701010,2010,m
701010,2010,x
701020,2010,m
701020,2010,x
701090,2010,m
701090,2010,x
701110,2010,m
701110,2010,x
701120,2010,m
701120,2010,x
701190,2010,m
701190,2010,x
701310,2010,m
701310,2010,x
701322,2010,m
701322,2010,x
701328,2010,m
701328,2010,x
701333,2010,m
701333,2010,x
701337,2010,m
701337,2010,x
701341,2010,m
701341,2010,x
701342,2010,m
701342,2010,x
701349,2010,m
701349,2010,x
701391,2010,m
701391,2010,x
701399,2010,m
701399,2010,x
701400,2010,m
701400,2010,x
701510,2010,m
701510,2010,x
701590,2010,m
701590,2010,x
701610,2010,m
701610,2010,x
701690,2010,m
701690,2010,x
701710,2010,m
701710,2010,x
701720,2010,m
701720,2010,x
701790,2010,m
701790,2010,x
701810,2010,m
701810,2010,x
701820,2010,m
701820,2010,x
701890,2010,m
701890,2010,x
701911,2010,m
701911,2010,x
701912,2010,m
701912,2010,x
701919,2010,m
701919,2010,x
701931,2010,m
701931,2010,x
701932,2010,m
701932,2010,x
701939,2010,m
701939,2010,x
701940,2010,m
701940,2010,x
701951,2010,m
701951,2010,x
