hs_code,year,flow
540252,2010,m
540252,2010,x
540259,2010,m
540259,2010,x
540261,2010,m
540261,2010,x
540262,2010,m
540262,2010,x
540269,2010,m
540269,2010,x
540310,2010,m
540310,2010,x
540331,2010,m
540331,2010,x
540332,2010,m
540332,2010,x
540333,2010,m
540333,2010,x
540339,2010,m
540339,2010,x
540341,2010,m
540341,2010,x
540342,2010,m
540342,2010,x
540349,2010,m
540349,2010,x
540411,2010,m
540411,2010,x
540412,2010,m
540412,2010,x
540419,2010,m
540419,2010,x
540490,2010,m
540490,2010,x
540500,2010,m
540500,2010,x
540600,2010,m
540600,2010,x
540710,2010,m
540710,2010,x
540720,2010,m
540720,2010,x
540730,2010,m
540730,2010,x
540741,2010,m
540741,2010,x
540742,2010,m
540742,2010,x
540743,2010,m
540743,2010,x
540744,2010,m
540744,2010,x
540751,2010,m
540751,2010,x
540752,2010,m
540752,2010,x
540753,2010,m
540753,2010,x
540754,2010,m
540754,2010,x
540761,2010,m
540761,2010,x
540769,2010,m
540769,2010,x
540771,2010,m
540771,2010,x
540772,2010,m
540772,2010,x
540773,2010,m
540773,2010,x
