hs_code,year,flow
731829,2010,m
731829,2010,x
731940,2010,m
731940,2010,x
731990,2010,m
731990,2010,x
732010,2010,m
732010,2010,x
732020,2010,m
732020,2010,x
732090,2010,m
732090,2010,x
732111,2010,m
732111,2010,x
732112,2010,m
732112,2010,x
732119,2010,m
732119,2010,x
732181,2010,m
732181,2010,x
732182,2010,m
732182,2010,x
732189,2010,m
732189,2010,x
732190,2010,m
732190,2010,x
732211,2010,m
732211,2010,x
732219,2010,m
732219,2010,x
732290,2010,m
732290,2010,x
732310,2010,m
732310,2010,x
732391,2010,m
732391,2010,x
732392,2010,m
732392,2010,x
732393,2010,m
732393,2010,x
732394,2010,m
732394,2010,x
732399,2010,m
732399,2010,x
732410,2010,m
732410,2010,x
732421,2010,m
732421,2010,x
732429,2010,m
732429,2010,x
732490,2010,m
732490,2010,x
732510,2010,m
732510,2010,x
732591,2010,m
732591,2010,x
732599,2010,m
732599,2010,x
732611,2010,m
732611,2010,x
732619,2010,m
732619,2010,x
732620,2010,m
732620,2010,x
732690,2010,m
732690,2010,x
740100,2010,m
740100,2010,x
740200,2010,m
740200,2010,x
