hs_code,year,flow
760410,2010,m
760410,2010,x
760421,2010,m
760421,2010,x
760429,2010,m
760429,2010,x
760511,2010,m
760511,2010,x
760519,2010,m
760519,2010,x
760521,2010,m
760521,2010,x
760529,2010,m
760529,2010,x
760611,2010,m
760611,2010,x
760612,2010,m
760612,2010,x
760691,2010,m
760691,2010,x
760692,2010,m
760692,2010,x
760711,2010,m
760711,2010,x
760719,2010,m
760719,2010,x
760720,2010,m
760720,2010,x
760810,2010,m
760810,2010,x
760820,2010,m
760820,2010,x
760900,2010,m
760900,2010,x
761010,2010,m
761010,2010,x
761090,2010,m
761090,2010,x
761100,2010,m
761100,2010,x
761210,2010,m
761210,2010,x
761290,2010,m
761290,2010,x
761300,2010,m
761300,2010,x
761410,2010,m
761410,2010,x
761490,2010,m
761490,2010,x
761510,2010,m
761510,2010,x
761520,2010,m
761520,2010,x
761610,2010,m
761610,2010,x
761691,2010,m
761691,2010,x
761699,2010,m
761699,2010,x
780110,2010,m
780110,2010,x
780191,2010,m
780191,2010,x
780199,2010,m
780199,2010,x
780200,2010,m
780200,2010,x
780411,2010,m
780411,2010,x
