hs_code,year,flow
910511,2010,m
910511,2010,x
910519,2010,m
910519,2010,x
910521,2010,m
910521,2010,x
910529,2010,m
910529,2010,x
910591,2010,m
910591,2010,x
910599,2010,m
910599,2010,x
910610,2010,m
910610,2010,x
910690,2010,m
910690,2010,x
910700,2010,m
910700,2010,x
910811,2010,m
910811,2010,x
910812,2010,m
910812,2010,x
910819,2010,m
910819,2010,x
910820,2010,m
910820,2010,x
910890,2010,m
910890,2010,x
910910,2010,m
910910,2010,x
910990,2010,m
910990,2010,x
911011,2010,m
911011,2010,x
911012,2010,m
911012,2010,x
911019,2010,m
911019,2010,x
911090,2010,m
911090,2010,x
911110,2010,m
911110,2010,x
911120,2010,m
911120,2010,x
911180,2010,m
911180,2010,x
911190,2010,m
911190,2010,x
911220,2010,m
911220,2010,x
911290,2010,m
911290,2010,x
911310,2010,m
911310,2010,x
911320,2010,m
911320,2010,x
911390,2010,m
911390,2010,x
911410,2010,m
911410,2010,x
911430,2010,m
911430,2010,x
911440,2010,m
911440,2010,x
911490,2010,m
911490,2010,x
920110,2010,m
920110,2010,x
920120,2010,m
920120,2010,x
