hs_code,year,flow
500200,2010,m
500200,2010,x
500300,2010,m
500300,2010,x
500400,2010,m
500400,2010,x
500500,2010,m
500500,2010,x
500600,2010,m
500600,2010,x
500710,2010,m
500710,2010,x
500720,2010,m
500720,2010,x
500790,2010,m
500790,2010,x
510111,2010,m
510111,2010,x
510119,2010,m
510119,2010,x
510121,2010,m
510121,2010,x
510129,2010,m
510129,2010,x
510130,2010,m
510130,2010,x
510211,2010,m
510211,2010,x
510219,2010,m
510219,2010,x
510220,2010,m
510220,2010,x
510310,2010,m
510310,2010,x
510320,2010,m
510320,2010,x
510330,2010,m
510330,2010,x
510400,2010,m
510400,2010,x
510510,2010,m
510510,2010,x
510521,2010,m
510521,2010,x
510529,2010,m
510529,2010,x
510531,2010,m
510531,2010,x
510539,2010,m
510539,2010,x
510540,2010,m
510540,2010,x
510610,2010,m
510610,2010,x
510620,2010,m
510620,2010,x
510710,2010,m
510710,2010,x
510720,2010,m
510720,2010,x
510810,2010,m
510810,2010,x
510820,2010,m
510820,2010,x
510910,2010,m
510910,2010,x
510990,2010,m
510990,2010,x
511000,2010,m
511000,2010,x
