hs_code,year,flow
382520,2010,m
382520,2010,x
382530,2010,m
382530,2010,x
382541,2010,m
382541,2010,x
382549,2010,m
382549,2010,x
382550,2010,m
382550,2010,x
382561,2010,m
382561,2010,x
382569,2010,m
382569,2010,x
382590,2010,m
382590,2010,x
382600,2010,m
382600,2010,x
390110,2010,m
390110,2010,x
390120,2010,m
390120,2010,x
390130,2010,m
390130,2010,x
390190,2010,m
390190,2010,x
390210,2010,m
390210,2010,x
390220,2010,m
390220,2010,x
390230,2010,m
390230,2010,x
390290,2010,m
390290,2010,x
390311,2010,m
390311,2010,x
390319,2010,m
390319,2010,x
390320,2010,m
390320,2010,x
390330,2010,m
390330,2010,x
390390,2010,m
390390,2010,x
390410,2010,m
390410,2010,x
390421,2010,m
390421,2010,x
390422,2010,m
390422,2010,x
390430,2010,m
390430,2010,x
390440,2010,m
390440,2010,x
390450,2010,m
390450,2010,x
390461,2010,m
390461,2010,x
390469,2010,m
390469,2010,x
390490,2010,m
390490,2010,x
390512,2010,m
390512,2010,x
390519,2010,m
390519,2010,x
390521,2010,m
390521,2010,x
390529,2010,m
390529,2010,x
