hs_code,year,flow
901540,2010,m
901540,2010,x
901580,2010,m
901580,2010,x
901590,2010,m
901590,2010,x
901600,2010,m
901600,2010,x
901710,2010,m
901710,2010,x
901720,2010,m
901720,2010,x
901730,2010,m
901730,2010,x
901780,2010,m
901780,2010,x
901790,2010,m
901790,2010,x
901811,2010,m
901811,2010,x
901812,2010,m
901812,2010,x
901813,2010,m
901813,2010,x
901814,2010,m
901814,2010,x
901819,2010,m
901819,2010,x
901820,2010,m
901820,2010,x
901831,2010,m
901831,2010,x
901832,2010,m
901832,2010,x
901839,2010,m
901839,2010,x
901841,2010,m
901841,2010,x
901849,2010,m
901849,2010,x
901850,2010,m
901850,2010,x
901890,2010,m
901890,2010,x
901910,2010,m
901910,2010,x
901920,2010,m
901920,2010,x
902000,2010,m
902000,2010,x
902110,2010,m
902110,2010,x
902121,2010,m
902121,2010,x
902129,2010,m
902129,2010,x
902131,2010,m
902131,2010,x
902139,2010,m
902139,2010,x
902140,2010,m
902140,2010,x
902150,2010,m
902150,2010,x
902190,2010,m
902190,2010,x
902212,2010,m
902212,2010,x
902213,2010,m
902213,2010,x
