hs_code,year,flow
070521,2010,m
070521,2010,x
070529,2010,m
070529,2010,x
070610,2010,m
070610,2010,x
070690,2010,m
070690,2010,x
070700,2010,m
070700,2010,x
070810,2010,m
070810,2010,x
070820,2010,m
070820,2010,x
070890,2010,m
070890,2010,x
070920,2010,m
070920,2010,x
070930,2010,m
070930,2010,x
070940,2010,m
070940,2010,x
070951,2010,m
070951,2010,x
070959,2010,m
070959,2010,x
070960,2010,m
070960,2010,x
070970,2010,m
070970,2010,x
070991,2010,m
070991,2010,x
070992,2010,m
070992,2010,x
070993,2010,m
070993,2010,x
070999,2010,m
070999,2010,x
071010,2010,m
071010,2010,x
071021,2010,m
071021,2010,x
071022,2010,m
071022,2010,x
071029,2010,m
071029,2010,x
071030,2010,m
071030,2010,x
071040,2010,m
071040,2010,x
071080,2010,m
071080,2010,x
071090,2010,m
071090,2010,x
071120,2010,m
071120,2010,x
071140,2010,m
071140,2010,x
071151,2010,m
071151,2010,x
071159,2010,m
071159,2010,x
071190,2010,m
071190,2010,x
071220,2010,m
071220,2010,x
071231,2010,m
071231,2010,x
071232,2010,m
071232,2010,x
