hs_code,year,flow
844314,2010,m
844314,2010,x
844315,2010,m
844315,2010,x
844316,2010,m
844316,2010,x
844317,2010,m
844317,2010,x
844319,2010,m
844319,2010,x
844331,2010,m
844331,2010,x
844332,2010,m
844332,2010,x
844339,2010,m
844339,2010,x
844391,2010,m
844391,2010,x
844399,2010,m
844399,2010,x
844400,2010,m
844400,2010,x
844511,2010,m
844511,2010,x
844512,2010,m
844512,2010,x
844513,2010,m
844513,2010,x
844519,2010,m
844519,2010,x
844520,2010,m
844520,2010,x
844530,2010,m
844530,2010,x
844540,2010,m
844540,2010,x
844590,2010,m
844590,2010,x
844610,2010,m
844610,2010,x
844621,2010,m
844621,2010,x
844629,2010,m
844629,2010,x
844630,2010,m
844630,2010,x
844711,2010,m
844711,2010,x
844712,2010,m
844712,2010,x
844720,2010,m
844720,2010,x
844790,2010,m
844790,2010,x
844811,2010,m
844811,2010,x
844819,2010,m
844819,2010,x
844820,2010,m
844820,2010,x
844831,2010,m
844831,2010,x
844832,2010,m
844832,2010,x
844833,2010,m
844833,2010,x
844839,2010,m
844839,2010,x
844842,2010,m
844842,2010,x
