hs_code,year,flow
040210,2010,m
040210,2010,x
040221,2010,m
040221,2010,x
040229,2010,m
040229,2010,x
040291,2010,m
040291,2010,x
040299,2010,m
040299,2010,x
040310,2010,m
040310,2010,x
040390,2010,m
040390,2010,x
040410,2010,m
040410,2010,x
040490,2010,m
040490,2010,x
040510,2010,m
040510,2010,x
040520,2010,m
040520,2010,x
040590,2010,m
040590,2010,x
040610,2010,m
040610,2010,x
040620,2010,m
040620,2010,x
040630,2010,m
040630,2010,x
040640,2010,m
040640,2010,x
040690,2010,m
040690,2010,x
040711,2010,m
040711,2010,x
040719,2010,m
040719,2010,x
040721,2010,m
040721,2010,x
040729,2010,m
040729,2010,x
040790,2010,m
040790,2010,x
040811,2010,m
040811,2010,x
040819,2010,m
040819,2010,x
040891,2010,m
040891,2010,x
040899,2010,m
040899,2010,x
040900,2010,m
040900,2010,x
041000,2010,m
041000,2010,x
050100,2010,m
050100,2010,x
050210,2010,m
050210,2010,x
050290,2010,m
050290,2010,x
050400,2010,m
050400,2010,x
050510,2010,m
050510,2010,x
050590,2010,m
050590,2010,x
050610,2010,m
050610,2010,x
