hs_code,year,flow
030326,2010,m
030326,2010,x
030329,2010,m
030329,2010,x
030331,2010,m
030331,2010,x
030332,2010,m
030332,2010,x
030333,2010,m
030333,2010,x
030339,2010,m
030339,2010,x
030341,2010,m
030341,2010,x
030342,2010,m
030342,2010,x
030343,2010,m
030343,2010,x
030344,2010,m
030344,2010,x
030345,2010,m
030345,2010,x
030346,2010,m
030346,2010,x
030349,2010,m
030349,2010,x
030351,2010,m
030351,2010,x
030353,2010,m
030353,2010,x
030354,2010,m
030354,2010,x
030355,2010,m
030355,2010,x
030357,2010,m
030357,2010,x
030363,2010,m
030363,2010,x
030366,2010,m
030366,2010,x
030369,2010,m
030369,2010,x
030381,2010,m
030381,2010,x
030383,2010,m
030383,2010,x
030384,2010,m
030384,2010,x
030389,2010,m
030389,2010,x
030390,2010,m
030390,2010,x
030432,2010,m
030432,2010,x
030433,2010,m
030433,2010,x
030439,2010,m
030439,2010,x
030441,2010,m
030441,2010,x
030442,2010,m
030442,2010,x
030444,2010,m
030444,2010,x
030445,2010,m
030445,2010,x
030446,2010,m
030446,2010,x
030449,2010,m
030449,2010,x
